Rk,Player,Nation,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Pos1,Pos2
937,Ignatius Ganago,CMR,Nantes,Ligue 1,24.0,1999.0,6,2,184,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,7.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.21,0.27,0.49,0.21,0.49,FW,MF
938,Aleix García,ESP,Girona,La Liga,26.0,1997.0,37,36,3199,35.5,3,6,9,3,0,0,4,1,1.8,1.8,5.5,7.3,58.0,294.0,52.0,0.08,0.17,0.25,0.08,0.25,0.05,0.16,0.21,0.05,0.21,MF,
939,Álvaro García,ESP,Rayo Vallecano,La Liga,30.0,1992.0,32,30,2475,27.5,6,1,7,6,0,0,8,1,6.2,6.2,3.0,9.2,56.0,63.0,252.0,0.22,0.04,0.25,0.22,0.25,0.22,0.11,0.33,0.22,0.33,FW,MF
940,Dani García,ESP,Athletic Club,La Liga,33.0,1990.0,17,7,745,8.3,1,0,1,1,0,0,4,0,0.8,0.8,0.2,1.0,3.0,36.0,4.0,0.12,0.0,0.12,0.12,0.12,0.1,0.03,0.12,0.1,0.12,MF,
941,David García,ESP,Osasuna,La Liga,29.0,1994.0,27,27,2334,25.9,0,1,1,0,0,0,5,0,1.0,1.0,1.3,2.2,21.0,133.0,4.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,DF,
942,Eric García,ESP,Barcelona,La Liga,22.0,2001.0,2,0,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,DF,
943,Eric García,ESP,Girona,La Liga,22.0,2001.0,30,30,2637,29.3,5,0,5,5,0,0,4,0,2.8,2.8,0.5,3.4,45.0,221.0,18.0,0.17,0.0,0.17,0.17,0.17,0.1,0.02,0.12,0.1,0.12,DF,
944,Fran Garcia,ESP,Real Madrid,La Liga,23.0,1999.0,25,15,1398,15.5,1,5,6,1,0,0,2,0,0.5,0.5,2.4,3.0,53.0,60.0,139.0,0.06,0.32,0.39,0.06,0.39,0.03,0.16,0.19,0.03,0.19,DF,
945,Francisco Jesús Crespo García,ESP,Las Palmas,La Liga,27.0,1996.0,17,6,504,5.6,2,0,2,2,0,0,1,0,1.3,1.3,0.6,1.9,17.0,20.0,66.0,0.36,0.0,0.36,0.36,0.36,0.23,0.11,0.34,0.23,0.34,FW,
946,Gonzalo García,ESP,Real Madrid,La Liga,19.0,2004.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,FW,MF
947,Jastin García,ESP,Girona,La Liga,19.0,2004.0,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
948,Raúl García,ESP,Athletic Club,La Liga,37.0,1986.0,20,1,420,4.7,1,0,1,1,0,0,3,0,0.9,0.9,0.0,0.9,4.0,19.0,15.0,0.21,0.0,0.21,0.21,0.21,0.2,0.0,0.2,0.2,0.2,FW,MF
949,Rubén García,ESP,Osasuna,La Liga,30.0,1993.0,30,19,1547,17.2,3,2,5,3,0,0,1,0,2.3,2.3,3.3,5.6,16.0,59.0,117.0,0.17,0.12,0.29,0.17,0.29,0.13,0.19,0.33,0.13,0.33,FW,MF
950,Santiago García,ESP,Getafe,La Liga,21.0,2001.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
951,Ulisses Garcia,SUI,Marseille,Ligue 1,27.0,1996.0,13,10,906,10.1,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,21.0,52.0,66.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,DF,
952,Unai García,ESP,Osasuna,La Liga,31.0,1992.0,9,6,560,6.2,1,0,1,1,0,0,6,1,0.1,0.1,0.0,0.1,2.0,12.0,1.0,0.16,0.0,0.16,0.16,0.16,0.02,0.0,0.02,0.02,0.02,DF,
953,Alejandro Garnacho,ARG,Manchester Utd,Premier League,19.0,2004.0,36,30,2565,28.5,7,4,11,7,0,0,4,0,8.4,8.3,5.1,13.4,178.0,62.0,281.0,0.25,0.14,0.39,0.25,0.39,0.29,0.18,0.47,0.29,0.47,FW,
954,James Garner,ENG,Everton,Premier League,22.0,2001.0,37,34,3004,33.4,1,2,3,1,0,0,7,0,2.7,2.7,4.6,7.3,36.0,100.0,76.0,0.03,0.06,0.09,0.03,0.09,0.08,0.14,0.22,0.08,0.22,MF,
955,Luca Garritano,ITA,Frosinone,Serie A,29.0,1994.0,12,5,485,5.4,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,6.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,MF,DF
956,Yarek Gasiorowski,ESP,Valencia,La Liga,18.0,2005.0,14,7,735,8.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
957,Johan Gastien,FRA,Clermont Foot,Ligue 1,35.0,1988.0,28,28,2260,25.1,0,0,0,0,0,0,7,0,0.3,0.3,2.4,2.7,21.0,168.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,MF,
958,Federico Gatti,ITA,Juventus,Serie A,25.0,1998.0,32,30,2637,29.3,4,0,4,4,0,0,7,0,5.5,5.5,1.5,7.0,52.0,122.0,43.0,0.14,0.0,0.14,0.14,0.14,0.19,0.05,0.24,0.19,0.24,DF,
959,Federico Gattoni,ARG,Sevilla,La Liga,24.0,1999.0,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,FW
960,Gavi,ESP,Barcelona,La Liga,18.0,2004.0,12,10,944,10.5,1,1,2,1,0,0,5,0,0.9,0.9,1.1,2.0,26.0,39.0,38.0,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19,MF,FW
961,Paulo Gazzaniga,ARG,Girona,La Liga,31.0,1992.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,GK,
962,Yann Gboho,FRA,Toulouse,Ligue 1,22.0,2001.0,16,13,1193,13.3,3,2,5,3,0,0,1,0,1.2,1.2,1.7,2.9,65.0,48.0,97.0,0.23,0.15,0.38,0.23,0.38,0.09,0.13,0.22,0.09,0.22,MF,FW
963,Dennis Geiger,GER,Hoffenheim,Bundesliga,25.0,1998.0,3,0,64,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,MF,
964,Gelabert,ESP,Toulouse,Ligue 1,22.0,2000.0,16,10,754,8.4,1,2,3,1,0,0,1,0,0.8,0.8,1.3,2.1,14.0,33.0,57.0,0.12,0.24,0.36,0.12,0.36,0.09,0.16,0.25,0.09,0.25,MF,FW
965,Francesco Gelli,ITA,Frosinone,Serie A,26.0,1996.0,27,16,1561,17.3,0,0,0,0,0,0,3,0,0.7,0.7,2.4,3.1,42.0,61.0,87.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,MF,DF
966,Luca Gemello,ITA,Torino,Serie A,23.0,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
967,Valentin Gendrey,FRA,Lecce,Serie A,23.0,2000.0,37,35,3044,33.8,2,3,5,2,0,0,5,0,1.6,1.6,1.6,3.2,76.0,116.0,86.0,0.06,0.09,0.15,0.06,0.15,0.05,0.05,0.1,0.05,0.1,DF,
968,Denis Genreau,AUS,Toulouse,Ligue 1,24.0,1999.0,9,5,464,5.2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.7,6.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,MF,FW
969,Yannick Gerhardt,GER,Wolfsburg,Bundesliga,29.0,1994.0,25,18,1630,18.1,2,1,3,2,0,0,5,0,1.9,1.9,0.9,2.8,17.0,49.0,73.0,0.11,0.06,0.17,0.11,0.17,0.11,0.05,0.15,0.11,0.15,MF,DF
970,Anwar El Ghazi,NED,Mainz 05,Bundesliga,28.0,1995.0,3,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.4,2.0,4.0,5.0,0.0,1.67,1.67,0.0,1.67,0.22,0.39,0.61,0.22,0.61,MF,DF
971,Farés Ghedjemis,FRA,Frosinone,Serie A,20.0,2002.0,6,1,182,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,FW,MF
972,Saman Ghoddos,IRN,Brentford,Premier League,29.0,1993.0,19,7,739,8.2,1,0,1,1,0,0,5,0,0.3,0.3,1.1,1.4,22.0,36.0,31.0,0.12,0.0,0.12,0.12,0.12,0.04,0.13,0.17,0.04,0.17,DF,
973,Lautaro Gianetti,ARG,Udinese,Serie A,29.0,1993.0,7,7,630,7.0,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.4,2.0,4.0,0.0,0.14,0.0,0.14,0.14,0.14,0.06,0.01,0.06,0.06,0.06,DF,
974,Morgan Gibbs-White,ENG,Nott'ham Forest,Premier League,23.0,2000.0,37,35,3156,35.1,5,10,15,4,1,1,9,0,6.9,6.1,8.4,14.6,80.0,170.0,181.0,0.14,0.29,0.43,0.11,0.4,0.2,0.24,0.44,0.17,0.42,MF,FW
975,Samuel Gigot,FRA,Marseille,Ligue 1,29.0,1993.0,21,20,1726,19.2,3,0,3,3,0,0,7,1,2.4,2.4,0.9,3.3,10.0,54.0,8.0,0.16,0.0,0.16,0.16,0.16,0.12,0.04,0.17,0.12,0.17,DF,
976,Bryan Gil,ESP,Tottenham,Premier League,22.0,2001.0,11,2,209,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,11.0,16.0,49.0,0.0,0.0,0.0,0.0,0.0,0.32,0.09,0.41,0.32,0.41,FW,MF
977,David Gil,ESP,Cádiz,La Liga,29.0,1994.0,5,4,372,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
978,Mario Gila,ESP,Lazio,Serie A,22.0,2000.0,21,21,1809,20.1,0,0,0,0,0,0,4,1,0.5,0.5,0.5,1.0,21.0,93.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,DF,
979,Alfie Gilchrist,ENG,Chelsea,Premier League,19.0,2003.0,11,2,207,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1.0,7.0,4.0,0.43,0.0,0.43,0.43,0.43,0.14,0.0,0.14,0.14,0.14,DF,
980,Billy Gilmour,SCO,Brighton,Premier League,22.0,2001.0,30,24,2120,23.6,0,1,1,0,0,0,8,1,1.0,1.0,2.0,3.0,39.0,193.0,33.0,0.0,0.04,0.04,0.0,0.04,0.04,0.09,0.13,0.04,0.13,MF,
981,Benedikt Gimber,GER,Heidenheim,Bundesliga,26.0,1997.0,24,24,2021,22.5,1,1,2,1,0,0,9,0,1.4,1.4,1.1,2.5,3.0,25.0,6.0,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11,0.06,0.11,DF,
982,Gvidas Gineitis,LTU,Torino,Serie A,19.0,2004.0,14,4,538,6.0,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,9.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,MF,
983,Matthias Ginter,GER,Freiburg,Bundesliga,29.0,1994.0,23,22,1913,21.3,0,2,2,0,0,0,3,0,1.4,1.4,1.4,2.8,23.0,136.0,20.0,0.0,0.09,0.09,0.0,0.09,0.07,0.06,0.13,0.07,0.13,DF,
984,Olivier Giroud,FRA,Milan,Serie A,36.0,1986.0,35,28,2363,26.3,15,8,23,11,4,5,1,1,14.2,10.2,4.7,14.9,9.0,28.0,95.0,0.57,0.3,0.88,0.42,0.72,0.54,0.18,0.72,0.39,0.57,FW,
985,Jamie Gittens,ENG,Dortmund,Bundesliga,18.0,2004.0,25,14,1058,11.8,1,4,5,1,0,0,1,0,2.2,2.2,2.8,5.0,64.0,26.0,105.0,0.09,0.34,0.43,0.09,0.43,0.19,0.24,0.43,0.19,0.43,FW,MF
986,Klaus Gjasula,ALB,Darmstadt 98,Bundesliga,33.0,1989.0,22,17,1363,15.1,0,0,0,0,0,0,7,1,0.5,0.5,0.2,0.6,8.0,70.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,DF,MF
987,Serge Gnabry,GER,Bayern Munich,Bundesliga,28.0,1995.0,10,5,432,4.8,3,1,4,3,0,0,0,0,2.4,2.4,1.2,3.7,23.0,23.0,49.0,0.62,0.21,0.83,0.62,0.83,0.51,0.26,0.77,0.51,0.77,FW,MF
988,Ben Godfrey,ENG,Everton,Premier League,25.0,1998.0,15,13,1120,12.4,0,0,0,0,0,0,2,0,1.7,1.7,0.3,2.0,11.0,43.0,26.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,DF,
989,Edoardo Goldaniga,ITA,Cagliari,Serie A,29.0,1993.0,13,12,1011,11.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.7,9.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,DF,
990,Pierluigi Gollini,ITA,Napoli,Serie A,28.0,1995.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
991,Aleksandr Golovin,RUS,Monaco,Ligue 1,27.0,1996.0,25,25,2147,23.9,6,6,12,6,0,0,8,1,3.4,3.4,4.7,8.0,50.0,172.0,157.0,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34,MF,FW
992,André Gomes,POR,Everton,Premier League,30.0,1993.0,12,3,508,5.6,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,8.0,36.0,29.0,0.18,0.0,0.18,0.18,0.18,0.05,0.07,0.13,0.05,0.13,MF,FW
993,Angel Gomes,ENG,Lille,Ligue 1,22.0,2000.0,31,29,2571,28.6,0,8,8,0,0,0,5,0,2.0,2.0,6.2,8.2,49.0,204.0,71.0,0.0,0.28,0.28,0.0,0.28,0.07,0.22,0.29,0.07,0.29,MF,
994,João Gomes,BRA,Wolves,Premier League,22.0,2001.0,34,32,2649,29.4,2,1,3,2,0,0,11,0,1.7,1.7,1.1,2.8,28.0,101.0,44.0,0.07,0.03,0.1,0.07,0.1,0.06,0.04,0.1,0.06,0.1,MF,
995,Toti Gomes,POR,Wolves,Premier League,24.0,1999.0,35,31,2772,30.8,1,3,4,1,0,0,7,0,1.6,1.6,1.2,2.8,22.0,79.0,11.0,0.03,0.1,0.13,0.03,0.13,0.05,0.04,0.09,0.05,0.09,DF,
996,Joe Gomez,ENG,Liverpool,Premier League,26.0,1997.0,32,17,1786,19.8,0,1,1,0,0,0,5,0,0.8,0.8,1.3,2.1,44.0,100.0,105.0,0.0,0.05,0.05,0.0,0.05,0.04,0.07,0.1,0.04,0.1,DF,
997,Maxi Gómez,URU,Cádiz,La Liga,26.0,1996.0,31,12,1163,12.9,0,0,0,0,0,0,2,0,1.6,1.6,0.6,2.2,13.0,11.0,54.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.17,0.12,0.17,FW,
998,Moi Gómez,ESP,Osasuna,La Liga,29.0,1994.0,28,23,2006,22.3,3,0,3,3,0,0,3,0,1.7,1.7,0.9,2.6,36.0,127.0,69.0,0.13,0.0,0.13,0.13,0.13,0.08,0.04,0.12,0.08,0.12,MF,FW
999,Papu Gómez,ARG,Monza,Serie A,35.0,1988.0,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,MF,FW
1000,Sergio Gómez,ESP,Manchester City,Premier League,22.0,2000.0,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,4.0,2.0,4.0,0.0,1.7,1.7,0.0,1.7,0.41,0.31,0.73,0.41,0.73,FW,MF
1001,Unai Gómez,ESP,Athletic Club,La Liga,20.0,2003.0,25,9,875,9.7,2,0,2,2,0,0,1,0,1.5,1.5,0.7,2.1,20.0,28.0,48.0,0.21,0.0,0.21,0.21,0.21,0.15,0.07,0.22,0.15,0.22,MF,
1002,Iron Gomis,FRA,Salernitana,Serie A,23.0,1999.0,5,1,134,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.38,0.11,0.49,0.38,0.49,MF,
1003,Maxime Gonalons,FRA,Clermont Foot,Ligue 1,34.0,1989.0,21,17,1296,14.4,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.6,8.0,81.0,10.0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,MF,
1004,Édgar González,ESP,Almería,La Liga,26.0,1997.0,31,30,2522,28.0,2,0,2,2,0,0,7,1,2.3,2.3,0.3,2.6,6.0,72.0,6.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,DF,MF
1005,Enso Gonzalez,PAR,Wolves,Premier League,18.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,DF
1006,Fabio González,ESP,Las Palmas,La Liga,26.0,1997.0,6,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
1007,Giovanni González,URU,Mallorca,La Liga,28.0,1994.0,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.5,0.5,1.4,1.8,28.0,91.0,95.0,0.04,0.04,0.07,0.04,0.07,0.02,0.05,0.07,0.02,0.07,DF,
1008,Hugo González,ESP,Valencia,La Liga,20.0,2003.0,9,0,87,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,7.0,0.0,1.03,1.03,0.0,1.03,0.02,0.53,0.55,0.02,0.55,MF,FW
1009,Iñaki González,ESP,Las Palmas,La Liga,19.0,2004.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
1010,Joan Gonzàlez,ESP,Lecce,Serie A,21.0,2002.0,29,13,1291,14.3,1,1,2,1,0,0,6,0,1.2,1.2,1.0,2.2,25.0,49.0,41.0,0.07,0.07,0.14,0.07,0.14,0.08,0.07,0.15,0.08,0.15,MF,
1011,Nicolás González,ARG,Fiorentina,Serie A,25.0,1998.0,29,21,1913,21.3,12,2,14,11,1,3,1,0,10.4,8.0,1.6,9.6,53.0,100.0,190.0,0.56,0.09,0.66,0.52,0.61,0.49,0.07,0.56,0.38,0.45,FW,
1012,Urko González,ESP,Real Sociedad,La Liga,22.0,2001.0,5,2,156,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,MF,
1013,Anthony Gordon,ENG,Newcastle Utd,Premier League,22.0,2001.0,35,34,2890,32.1,11,10,21,10,1,1,12,1,10.2,9.4,8.0,17.4,138.0,101.0,232.0,0.34,0.31,0.65,0.31,0.62,0.32,0.25,0.57,0.29,0.54,FW,
1014,Kaide Gordon,ENG,Liverpool,Premier League,18.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
1015,Daniel Gore,ENG,Manchester Utd,Premier League,18.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
1016,Leon Goretzka,GER,Bayern Munich,Bundesliga,28.0,1995.0,30,25,2241,24.9,6,7,13,6,0,0,3,0,5.0,5.0,5.3,10.2,66.0,176.0,71.0,0.24,0.28,0.52,0.24,0.52,0.2,0.21,0.41,0.2,0.41,MF,
1017,Mathieu Gorgelin,FRA,Le Havre,Ligue 1,32.0,1990.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
1018,Andoni Gorosabel,ESP,Alavés,La Liga,26.0,1996.0,36,33,2854,31.7,1,0,1,1,0,0,6,0,0.7,0.7,1.3,2.0,58.0,117.0,121.0,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06,DF,
1019,Robin Gosens,GER,Union Berlin,Bundesliga,29.0,1994.0,30,27,2283,25.4,6,3,9,6,0,0,9,1,2.1,2.1,3.0,5.1,21.0,97.0,113.0,0.24,0.12,0.35,0.24,0.35,0.08,0.12,0.2,0.08,0.2,DF,MF
1020,Mario Götze,GER,Eint Frankfurt,Bundesliga,31.0,1992.0,30,23,2068,23.0,3,2,5,3,0,0,5,1,2.9,2.9,3.0,5.9,22.0,115.0,118.0,0.13,0.09,0.22,0.13,0.22,0.13,0.13,0.26,0.13,0.26,MF,
1021,Amine Gouiri,ALG,Rennes,Ligue 1,23.0,2000.0,31,24,2067,23.0,7,3,10,7,0,0,2,0,7.4,7.3,1.7,9.1,59.0,82.0,185.0,0.3,0.13,0.44,0.3,0.44,0.32,0.08,0.4,0.32,0.39,FW,MF
1022,Jeffrey Gouweleeuw,NED,Augsburg,Bundesliga,32.0,1991.0,30,29,2593,28.8,1,0,1,1,0,0,7,0,1.3,1.3,1.8,3.2,33.0,143.0,17.0,0.03,0.0,0.03,0.03,0.03,0.05,0.06,0.11,0.05,0.11,DF,
1023,Pablo Gozalbez,ESP,Valencia,La Liga,22.0,2001.0,5,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,MF,FW
1024,Jonathan Gradit,FRA,Lens,Ligue 1,30.0,1992.0,26,26,2112,23.5,1,0,1,1,0,0,9,1,0.3,0.3,0.1,0.5,21.0,177.0,6.0,0.04,0.0,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,DF,
1025,Jens Grahl,GER,Eint Frankfurt,Bundesliga,34.0,1988.0,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.12,0.12,0.0,0.12,GK,
1026,Samuel Grandsir,FRA,Le Havre,Ligue 1,26.0,1996.0,23,4,606,6.7,1,1,2,1,0,1,4,2,2.6,1.9,1.2,3.0,22.0,35.0,68.0,0.15,0.15,0.3,0.15,0.3,0.39,0.17,0.57,0.28,0.45,MF,FW
1027,Alberto Grassi,ITA,Empoli,Serie A,28.0,1995.0,27,22,1807,20.1,0,1,1,0,0,0,6,1,1.1,1.1,0.6,1.7,13.0,75.0,13.0,0.0,0.05,0.05,0.0,0.05,0.05,0.03,0.09,0.05,0.09,MF,
1028,Ryan Gravenberch,NED,Liverpool,Premier League,21.0,2002.0,26,12,1121,12.5,1,0,1,1,0,0,0,0,2.0,2.0,0.9,2.9,39.0,78.0,71.0,0.08,0.0,0.08,0.08,0.08,0.16,0.07,0.23,0.16,0.23,MF,
1029,Ryan Gravenberch,NED,Bayern Munich,Bundesliga,21.0,2002.0,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.92,0.0,1.92,FW,
1030,Adrian Grbić,AUT,Lorient,Ligue 1,26.0,1996.0,1,0,31,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,FW,
1031,Ivo Grbić,CRO,Sheffield Utd,Premier League,27.0,1996.0,9,9,771,8.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
1032,Jack Grealish,ENG,Manchester City,Premier League,27.0,1995.0,20,10,1009,11.2,3,1,4,3,0,0,6,0,2.1,2.1,2.5,4.6,87.0,50.0,146.0,0.27,0.09,0.36,0.27,0.36,0.19,0.22,0.41,0.19,0.41,FW,MF
1033,Mason Greenwood,ENG,Getafe,La Liga,21.0,2001.0,33,30,2662,29.6,8,6,14,6,2,3,6,1,8.8,6.4,4.6,11.0,127.0,89.0,239.0,0.27,0.2,0.47,0.2,0.41,0.3,0.15,0.45,0.22,0.37,MF,FW
1034,Michael Gregoritsch,AUT,Freiburg,Bundesliga,29.0,1994.0,32,19,1682,18.7,7,4,11,7,0,0,2,0,9.2,9.2,1.0,10.2,12.0,48.0,89.0,0.37,0.21,0.59,0.37,0.59,0.49,0.05,0.55,0.49,0.55,FW,
1035,Dominik Greif,SVK,Mallorca,La Liga,26.0,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
1036,Antoine Griezmann,FRA,Atlético Madrid,La Liga,32.0,1991.0,33,31,2644,29.4,16,6,22,12,4,4,5,0,12.3,9.3,5.6,14.9,43.0,118.0,196.0,0.54,0.2,0.75,0.41,0.61,0.42,0.19,0.61,0.32,0.51,FW,MF
1037,Vincenzo Grifo,ITA,Freiburg,Bundesliga,30.0,1993.0,32,29,2325,25.8,8,8,16,2,6,6,3,0,7.7,3.0,8.2,11.2,54.0,115.0,148.0,0.31,0.31,0.62,0.08,0.39,0.3,0.32,0.62,0.12,0.43,MF,FW
1038,Florian Grillitsch,AUT,Hoffenheim,Bundesliga,27.0,1995.0,30,25,2295,25.5,1,6,7,1,0,0,8,0,1.2,1.2,1.7,2.9,32.0,152.0,22.0,0.04,0.24,0.27,0.04,0.27,0.05,0.07,0.12,0.05,0.12,DF,MF
